date,season,year,month,hour,holiday,week_day,working_day,weather_sit,temprature,feel_temprature,humidity,wind_speed,casual_user,registered_user,total_user
2011-01-01,springer,2011,Jan,22,no,sunday,no,mist,16.4,20.46,94.0,15.0,11,17,28
2011-01-01,springer,2011,Jan,23,no,sunday,no,mist,18.86,22.72,88.0,20.0,15,24,39
2011-01-02,springer,2011,Jan,0,no,monday,no,mist,18.86,22.72,88.0,20.0,4,13,17
2011-01-02,springer,2011,Jan,1,no,monday,no,mist,18.04,21.97,94.0,17.0,1,16,17
2011-01-02,springer,2011,Jan,2,no,monday,no,mist,17.22,21.21,100.0,19.0,1,8,9
2011-01-02,springer,2011,Jan,3,no,monday,no,mist,18.86,22.72,94.0,13.0,2,4,6
2011-01-02,springer,2011,Jan,4,no,monday,no,mist,18.86,22.72,94.0,13.0,2,1,3
2011-01-02,springer,2011,Jan,6,no,monday,no,light rain,17.22,21.21,77.0,20.0,0,2,2
2011-01-02,springer,2011,Jan,7,no,monday,no,mist,16.4,20.46,76.0,13.0,0,1,1
2011-01-02,springer,2011,Jan,8,no,monday,no,light rain,16.4,20.46,71.0,15.0,0,8,8
2011-01-02,springer,2011,Jan,9,no,monday,no,mist,15.58,19.7,76.0,15.0,1,19,20
2011-01-02,springer,2011,Jan,10,no,monday,no,mist,14.76,17.42,81.0,15.0,7,46,53
2011-01-02,springer,2011,Jan,11,no,monday,no,mist,14.76,16.66,71.0,17.0,16,54,70
2011-01-02,springer,2011,Jan,12,no,monday,no,mist,14.76,16.66,66.0,20.0,20,73,93
2011-01-02,springer,2011,Jan,13,no,monday,no,mist,14.76,17.42,66.0,9.0,11,64,75
2011-01-02,springer,2011,Jan,14,no,monday,no,light rain,14.76,17.42,76.0,13.0,4,55,59
2011-01-02,springer,2011,Jan,15,no,monday,no,light rain,13.94,16.66,81.0,11.0,19,55,74
2011-01-02,springer,2011,Jan,16,no,monday,no,light rain,13.94,16.66,71.0,11.0,9,67,76
2011-01-02,springer,2011,Jan,17,no,monday,no,clear,13.94,16.66,57.0,13.0,7,58,65
2011-01-02,springer,2011,Jan,18,no,monday,no,mist,14.76,16.66,46.0,22.0,10,43,53
2011-01-02,springer,2011,Jan,19,no,monday,no,clear,13.12,14.4,42.0,30.0,1,29,30
2011-01-02,springer,2011,Jan,20,no,monday,no,clear,12.3,13.64,39.0,24.0,5,17,22
2011-01-02,springer,2011,Jan,21,no,monday,no,clear,10.66,11.36,44.0,22.0,11,20,31
2011-01-02,springer,2011,Jan,22,no,monday,no,clear,9.84,10.6,44.0,20.0,0,9,9
2011-01-02,springer,2011,Jan,23,no,monday,no,clear,9.02,11.36,47.0,11.0,0,8,8
2011-01-03,springer,2011,Jan,0,no,tuesday,yes,clear,9.02,9.85,44.0,24.0,0,5,5
2011-01-03,springer,2011,Jan,1,no,tuesday,yes,clear,8.2,8.33,44.0,28.0,0,2,2
2011-01-03,springer,2011,Jan,4,no,tuesday,yes,clear,6.56,6.82,47.0,26.0,0,1,1
2011-01-03,springer,2011,Jan,5,no,tuesday,yes,clear,6.56,6.82,47.0,19.0,0,3,3
2011-01-03,springer,2011,Jan,6,no,tuesday,yes,clear,5.74,5.3,50.0,26.0,0,30,30
2011-01-03,springer,2011,Jan,7,no,tuesday,yes,clear,5.74,6.82,50.0,13.0,1,63,64
2011-01-03,springer,2011,Jan,8,no,tuesday,yes,clear,5.74,6.06,50.0,19.0,1,153,154
2011-01-03,springer,2011,Jan,9,no,tuesday,yes,clear,6.56,6.82,43.0,26.0,7,81,88
2011-01-03,springer,2011,Jan,10,no,tuesday,yes,clear,7.38,8.33,43.0,17.0,11,33,44
2011-01-03,springer,2011,Jan,11,no,tuesday,yes,clear,8.2,9.09,40.0,22.0,10,41,51
2011-01-03,springer,2011,Jan,12,no,tuesday,yes,clear,9.02,10.6,35.0,20.0,13,48,61
2011-01-03,springer,2011,Jan,13,no,tuesday,yes,clear,9.84,10.6,35.0,19.0,8,53,61
2011-01-03,springer,2011,Jan,14,no,tuesday,yes,clear,10.66,12.12,30.0,19.0,11,66,77
2011-01-03,springer,2011,Jan,15,no,tuesday,yes,clear,10.66,12.12,30.0,17.0,14,58,72
2011-01-03,springer,2011,Jan,16,no,tuesday,yes,clear,10.66,12.12,30.0,17.0,9,67,76
2011-01-03,springer,2011,Jan,17,no,tuesday,yes,clear,9.84,11.36,30.0,15.0,11,146,157
2011-01-03,springer,2011,Jan,18,no,tuesday,yes,clear,9.84,12.88,32.0,7.0,9,148,157
2011-01-03,springer,2011,Jan,19,no,tuesday,yes,clear,8.2,12.88,47.0,12.73,8,102,110
2011-01-03,springer,2011,Jan,20,no,tuesday,yes,clear,8.2,11.36,47.0,7.0,3,49,52
2011-01-03,springer,2011,Jan,21,no,tuesday,yes,clear,7.38,9.85,64.0,9.0,3,49,52
2011-01-03,springer,2011,Jan,22,no,tuesday,yes,clear,5.74,7.58,69.0,9.0,0,20,20
2011-01-03,springer,2011,Jan,23,no,tuesday,yes,clear,7.38,10.6,55.0,7.0,1,11,12
2011-01-04,springer,2011,Jan,0,no,wednesday,yes,clear,6.56,9.09,55.0,7.0,0,5,5
2011-01-04,springer,2011,Jan,1,no,wednesday,yes,clear,6.56,9.09,59.0,7.0,0,2,2
2011-01-04,springer,2011,Jan,2,no,wednesday,yes,clear,5.74,7.58,63.0,9.0,0,1,1
2011-01-04,springer,2011,Jan,4,no,wednesday,yes,clear,5.74,9.09,63.0,6.0,0,2,2
2011-01-04,springer,2011,Jan,5,no,wednesday,yes,clear,4.92,7.58,68.0,7.0,0,4,4
2011-01-04,springer,2011,Jan,6,no,wednesday,yes,clear,4.92,7.58,74.0,7.0,0,36,36
2011-01-04,springer,2011,Jan,7,no,wednesday,yes,clear,4.92,7.58,74.0,9.0,2,92,94
2011-01-04,springer,2011,Jan,8,no,wednesday,yes,clear,5.74,7.58,69.0,11.0,2,177,179
2011-01-04,springer,2011,Jan,9,no,wednesday,yes,clear,6.56,7.58,64.0,15.0,2,98,100
2011-01-04,springer,2011,Jan,10,no,wednesday,yes,mist,6.56,6.82,69.0,22.0,5,37,42
2011-01-04,springer,2011,Jan,11,no,wednesday,yes,clear,9.02,10.6,51.0,20.0,7,50,57
2011-01-04,springer,2011,Jan,12,no,wednesday,yes,clear,9.02,11.36,51.0,11.0,12,66,78
2011-01-04,springer,2011,Jan,13,no,wednesday,yes,clear,9.84,11.36,56.0,13.0,18,79,97
2011-01-04,springer,2011,Jan,14,no,wednesday,yes,clear,10.66,12.88,52.0,15.0,9,54,63
2011-01-04,springer,2011,Jan,15,no,wednesday,yes,clear,11.48,13.64,52.0,17.0,17,48,65
2011-01-04,springer,2011,Jan,16,no,wednesday,yes,clear,12.3,14.4,49.0,17.0,15,68,83
2011-01-04,springer,2011,Jan,17,no,wednesday,yes,clear,11.48,13.64,48.0,15.0,10,202,212
2011-01-04,springer,2011,Jan,18,no,wednesday,yes,clear,10.66,12.88,48.0,13.0,3,179,182
2011-01-04,springer,2011,Jan,19,no,wednesday,yes,clear,9.84,12.88,48.0,7.0,2,110,112
2011-01-04,springer,2011,Jan,20,no,wednesday,yes,clear,9.84,12.88,48.0,7.0,1,53,54
2011-01-04,springer,2011,Jan,21,no,wednesday,yes,clear,9.02,13.64,64.0,12.73,0,48,48
2011-01-04,springer,2011,Jan,22,no,wednesday,yes,clear,9.02,12.88,64.0,6.0,1,34,35
2011-01-04,springer,2011,Jan,23,no,wednesday,yes,clear,8.2,11.36,69.0,6.0,2,9,11
2011-01-05,springer,2011,Jan,0,no,thursday ,yes,clear,8.2,12.88,64.0,12.73,0,6,6
2011-01-05,springer,2011,Jan,1,no,thursday ,yes,clear,6.56,9.85,74.0,6.0,0,6,6
2011-01-05,springer,2011,Jan,2,no,thursday ,yes,clear,6.56,9.85,74.0,6.0,0,2,2
2011-01-05,springer,2011,Jan,4,no,thursday ,yes,clear,9.84,11.36,48.0,15.0,0,2,2
2011-01-05,springer,2011,Jan,5,no,thursday ,yes,clear,9.02,11.36,47.0,11.0,0,3,3
2011-01-05,springer,2011,Jan,6,no,thursday ,yes,clear,8.2,9.85,47.0,15.0,0,33,33
2011-01-05,springer,2011,Jan,7,no,thursday ,yes,clear,7.38,9.09,43.0,13.0,1,87,88
2011-01-05,springer,2011,Jan,8,no,thursday ,yes,clear,8.2,9.09,40.0,20.0,3,192,195
2011-01-05,springer,2011,Jan,9,no,thursday ,yes,clear,9.02,9.85,37.0,22.0,6,109,115
2011-01-05,springer,2011,Jan,10,no,thursday ,yes,clear,9.02,9.85,37.0,22.0,4,53,57
2011-01-05,springer,2011,Jan,11,no,thursday ,yes,clear,10.66,11.36,33.0,22.0,12,34,46
2011-01-05,springer,2011,Jan,12,no,thursday ,yes,clear,10.66,11.36,33.0,22.0,5,74,79
2011-01-05,springer,2011,Jan,13,no,thursday ,yes,clear,11.48,12.88,30.0,20.0,6,65,71
2011-01-05,springer,2011,Jan,14,no,thursday ,yes,clear,12.3,14.4,28.0,13.0,10,52,62
2011-01-05,springer,2011,Jan,15,no,thursday ,yes,clear,12.3,14.4,28.0,13.0,7,55,62
2011-01-05,springer,2011,Jan,16,no,thursday ,yes,clear,12.3,15.91,28.0,6.0,4,85,89
2011-01-05,springer,2011,Jan,17,no,thursday ,yes,clear,9.84,11.36,38.0,13.0,4,186,190
2011-01-05,springer,2011,Jan,18,no,thursday ,yes,clear,9.84,12.12,38.0,9.0,3,166,169
2011-01-05,springer,2011,Jan,19,no,thursday ,yes,clear,9.84,12.88,38.0,7.0,5,127,132
2011-01-05,springer,2011,Jan,20,no,thursday ,yes,clear,9.02,11.36,47.0,11.0,7,82,89
2011-01-05,springer,2011,Jan,21,no,thursday ,yes,clear,8.2,9.85,51.0,13.0,3,40,43
2011-01-05,springer,2011,Jan,22,no,thursday ,yes,clear,7.38,9.85,55.0,9.0,1,41,42
2011-01-05,springer,2011,Jan,23,no,thursday ,yes,clear,8.2,12.88,47.0,12.73,1,18,19
2011-01-06,springer,2011,Jan,0,no,friday,yes,clear,7.38,12.12,55.0,12.73,0,11,11
2011-01-06,springer,2011,Jan,1,no,friday,yes,clear,6.56,11.36,64.0,12.73,0,4,4
2011-01-06,springer,2011,Jan,2,no,friday,yes,clear,6.56,11.36,64.0,12.73,0,2,2
2011-01-06,springer,2011,Jan,4,no,friday,yes,mist,6.56,9.85,64.0,6.0,0,1,1
2011-01-06,springer,2011,Jan,5,no,friday,yes,mist,5.74,9.09,69.0,6.0,0,4,4
2011-01-06,springer,2011,Jan,6,no,friday,yes,mist,5.74,8.33,63.0,7.0,0,36,36
2011-01-06,springer,2011,Jan,7,no,friday,yes,mist,6.56,11.36,59.0,12.73,0,95,95
2011-01-06,springer,2011,Jan,8,no,friday,yes,clear,6.56,11.36,59.0,12.73,3,216,219
2011-01-06,springer,2011,Jan,9,no,friday,yes,mist,7.38,12.12,51.0,12.73,6,116,122
2011-01-06,springer,2011,Jan,10,no,friday,yes,clear,8.2,12.88,47.0,12.73,3,42,45
2011-01-06,springer,2011,Jan,11,no,friday,yes,clear,9.02,12.88,44.0,6.0,2,57,59
2011-01-06,springer,2011,Jan,12,no,friday,yes,clear,10.66,14.4,35.0,12.73,6,78,84
2011-01-06,springer,2011,Jan,13,no,friday,yes,clear,10.66,13.64,35.0,7.0,12,55,67
2011-01-06,springer,2011,Jan,14,no,friday,yes,clear,11.48,13.64,36.0,11.0,11,59,70
2011-01-06,springer,2011,Jan,15,no,friday,yes,clear,11.48,13.64,36.0,12.73,8,54,62
2011-01-06,springer,2011,Jan,16,no,friday,yes,clear,10.66,12.88,38.0,11.0,12,74,86
2011-01-06,springer,2011,Jan,17,no,friday,yes,clear,9.02,11.36,51.0,11.0,9,163,172
2011-01-06,springer,2011,Jan,18,no,friday,yes,clear,9.02,11.36,51.0,9.0,5,158,163
2011-01-06,springer,2011,Jan,19,no,friday,yes,clear,9.02,12.88,55.0,6.0,3,109,112
2011-01-06,springer,2011,Jan,20,no,friday,yes,clear,8.2,10.6,51.0,11.0,3,66,69
2011-01-06,springer,2011,Jan,21,no,friday,yes,mist,9.02,10.6,55.0,15.0,0,48,48
2011-01-06,springer,2011,Jan,22,no,friday,yes,mist,9.02,10.6,51.0,19.0,1,51,52
2011-01-06,springer,2011,Jan,23,no,friday,yes,mist,8.2,9.85,59.0,13.0,4,19,23
2011-01-07,springer,2011,Jan,0,no,saturday,yes,mist,8.2,9.85,64.0,13.0,4,13,17
2011-01-07,springer,2011,Jan,1,no,saturday,yes,mist,8.2,9.85,69.0,15.0,2,5,7
2011-01-07,springer,2011,Jan,2,no,saturday,yes,mist,8.2,9.85,69.0,15.0,0,1,1
2011-01-07,springer,2011,Jan,4,no,saturday,yes,mist,8.2,10.6,69.0,9.0,0,1,1
2011-01-07,springer,2011,Jan,5,no,saturday,yes,light rain,9.02,13.64,55.0,12.73,0,5,5
2011-01-07,springer,2011,Jan,6,no,saturday,yes,mist,8.2,12.88,69.0,12.73,8,26,34
2011-01-07,springer,2011,Jan,7,no,saturday,yes,clear,8.2,10.6,69.0,9.0,8,76,84
2011-01-07,springer,2011,Jan,8,no,saturday,yes,clear,8.2,9.85,51.0,17.0,20,190,210
2011-01-07,springer,2011,Jan,9,no,saturday,yes,clear,8.2,9.09,47.0,20.0,9,125,134
2011-01-07,springer,2011,Jan,10,no,saturday,yes,clear,9.02,9.85,37.0,22.0,16,47,63
2011-01-07,springer,2011,Jan,11,no,saturday,yes,mist,8.2,9.85,40.0,15.0,19,48,67
2011-01-07,springer,2011,Jan,12,no,saturday,yes,mist,8.2,9.85,37.0,17.0,9,50,59
2011-01-07,springer,2011,Jan,13,no,saturday,yes,mist,8.2,9.09,37.0,19.0,9,64,73
2011-01-07,springer,2011,Jan,14,no,saturday,yes,mist,8.2,9.85,40.0,17.0,7,43,50
2011-01-07,springer,2011,Jan,15,no,saturday,yes,mist,8.2,10.6,37.0,11.0,9,63,72
2011-01-07,springer,2011,Jan,16,no,saturday,yes,mist,8.2,10.6,37.0,11.0,5,82,87
2011-01-07,springer,2011,Jan,17,no,saturday,yes,mist,8.2,12.88,37.0,12.73,9,178,187
2011-01-07,springer,2011,Jan,18,no,saturday,yes,clear,8.2,11.36,40.0,6.0,7,116,123
2011-01-07,springer,2011,Jan,19,no,saturday,yes,clear,6.56,9.85,55.0,6.0,3,92,95
2011-01-07,springer,2011,Jan,20,no,saturday,yes,clear,7.38,10.6,47.0,7.0,1,50,51
2011-01-07,springer,2011,Jan,21,no,saturday,yes,clear,7.38,9.85,47.0,9.0,0,39,39
2011-01-07,springer,2011,Jan,22,no,saturday,yes,mist,7.38,9.85,43.0,11.0,2,34,36
2011-01-07,springer,2011,Jan,23,no,saturday,yes,mist,7.38,9.85,51.0,11.0,1,14,15
2011-01-08,springer,2011,Jan,0,no,sunday,no,mist,7.38,9.85,51.0,11.0,1,24,25
2011-01-08,springer,2011,Jan,1,no,sunday,no,mist,7.38,10.6,55.0,6.0,1,15,16
2011-01-08,springer,2011,Jan,2,no,sunday,no,mist,7.38,12.12,55.0,12.73,3,13,16
2011-01-08,springer,2011,Jan,3,no,sunday,no,light rain,7.38,9.85,55.0,11.0,0,7,7
2011-01-08,springer,2011,Jan,4,no,sunday,no,light rain,7.38,9.85,55.0,11.0,0,1,1
2011-01-08,springer,2011,Jan,5,no,sunday,no,mist,6.56,8.33,74.0,11.0,0,5,5
2011-01-08,springer,2011,Jan,6,no,sunday,no,mist,6.56,8.33,74.0,11.0,0,2,2
2011-01-08,springer,2011,Jan,7,no,sunday,no,mist,6.56,9.09,74.0,7.0,1,8,9
2011-01-08,springer,2011,Jan,8,no,sunday,no,light rain,6.56,9.09,93.0,7.0,0,15,15
2011-01-08,springer,2011,Jan,9,no,sunday,no,light rain,6.56,9.09,93.0,7.0,0,20,20
2011-01-08,springer,2011,Jan,10,no,sunday,no,mist,7.38,9.85,80.0,11.0,5,56,61
2011-01-08,springer,2011,Jan,11,no,sunday,no,mist,8.2,9.09,69.0,26.0,2,60,62
2011-01-08,springer,2011,Jan,12,no,sunday,no,mist,8.2,9.09,59.0,24.0,8,90,98
2011-01-08,springer,2011,Jan,13,no,sunday,no,clear,8.2,9.09,44.0,22.0,7,95,102
2011-01-08,springer,2011,Jan,14,no,sunday,no,clear,8.2,8.33,32.0,33.0,12,83,95
2011-01-08,springer,2011,Jan,15,no,sunday,no,clear,8.2,8.33,32.0,30.0,5,69,74
2011-01-08,springer,2011,Jan,16,no,sunday,no,clear,7.38,6.82,29.0,30.0,8,68,76
2011-01-08,springer,2011,Jan,17,no,sunday,no,clear,6.56,6.06,37.0,37.0,5,64,69
2011-01-08,springer,2011,Jan,18,no,sunday,no,clear,5.74,6.06,39.0,20.0,3,52,55
2011-01-08,springer,2011,Jan,19,no,sunday,no,clear,5.74,6.06,36.0,17.0,4,26,30
2011-01-08,springer,2011,Jan,20,no,sunday,no,clear,4.92,6.06,36.0,17.0,0,28,28
2011-01-08,springer,2011,Jan,21,no,sunday,no,clear,4.92,5.3,39.0,24.0,2,35,37
2011-01-08,springer,2011,Jan,22,no,sunday,no,clear,4.92,5.3,36.0,26.0,1,33,34
2011-01-08,springer,2011,Jan,23,no,sunday,no,clear,4.1,3.03,39.0,30.0,0,22,22
2011-01-09,springer,2011,Jan,0,no,monday,no,clear,4.1,3.79,42.0,26.0,1,24,25
2011-01-09,springer,2011,Jan,1,no,monday,no,clear,4.1,3.03,42.0,31.0,0,12,12
2011-01-09,springer,2011,Jan,2,no,monday,no,clear,4.1,3.03,46.0,31.0,0,11,11
2011-01-09,springer,2011,Jan,3,no,monday,no,clear,4.1,3.79,46.0,28.0,0,4,4
2011-01-09,springer,2011,Jan,4,no,monday,no,clear,3.28,4.54,53.0,13.0,0,1,1
2011-01-09,springer,2011,Jan,5,no,monday,no,clear,3.28,4.54,53.0,13.0,0,1,1
2011-01-09,springer,2011,Jan,6,no,monday,no,clear,4.1,4.54,49.0,19.0,0,1,1
2011-01-09,springer,2011,Jan,7,no,monday,no,clear,3.28,4.54,53.0,13.0,1,5,6
2011-01-09,springer,2011,Jan,8,no,monday,no,clear,4.1,4.54,49.0,19.0,0,10,10
2011-01-09,springer,2011,Jan,9,no,monday,no,clear,4.92,3.79,46.0,35.0,0,19,19
2011-01-09,springer,2011,Jan,10,no,monday,no,clear,5.74,5.3,43.0,26.0,0,49,49
2011-01-09,springer,2011,Jan,11,no,monday,no,clear,6.56,6.06,40.0,35.0,2,47,49
2011-01-09,springer,2011,Jan,12,no,monday,no,clear,7.38,6.82,37.0,30.0,4,79,83
2011-01-09,springer,2011,Jan,13,no,monday,no,clear,8.2,8.33,34.0,30.0,6,69,75
2011-01-09,springer,2011,Jan,14,no,monday,no,clear,9.02,9.09,32.0,31.0,8,64,72
2011-01-09,springer,2011,Jan,15,no,monday,no,clear,9.02,9.85,35.0,24.0,5,77,82
2011-01-09,springer,2011,Jan,16,no,monday,no,clear,8.2,8.33,34.0,30.0,13,79,92
2011-01-09,springer,2011,Jan,17,no,monday,no,clear,7.38,7.58,37.0,26.0,3,59,62
2011-01-09,springer,2011,Jan,18,no,monday,no,clear,6.56,6.82,40.0,22.0,4,44,48
2011-01-09,springer,2011,Jan,19,no,monday,no,clear,6.56,6.82,43.0,22.0,1,40,41
2011-01-09,springer,2011,Jan,20,no,monday,no,clear,5.74,6.06,46.0,17.0,0,38,38
2011-01-09,springer,2011,Jan,21,no,monday,no,clear,5.74,5.3,46.0,28.0,1,19,20
2011-01-09,springer,2011,Jan,22,no,monday,no,clear,5.74,6.06,46.0,20.0,5,10,15
2011-01-09,springer,2011,Jan,23,no,monday,no,clear,4.92,6.82,50.0,13.0,0,6,6
2011-01-10,springer,2011,Jan,0,no,tuesday,yes,clear,4.92,6.06,50.0,19.0,2,3,5
2011-01-10,springer,2011,Jan,1,no,tuesday,yes,clear,4.92,6.06,50.0,19.0,1,0,1
2011-01-10,springer,2011,Jan,2,no,tuesday,yes,clear,4.92,6.06,50.0,15.0,0,3,3
2011-01-10,springer,2011,Jan,3,no,tuesday,yes,clear,4.92,6.06,50.0,15.0,0,1,1
2011-01-10,springer,2011,Jan,4,no,tuesday,yes,clear,4.1,6.06,54.0,9.0,1,2,3
2011-01-10,springer,2011,Jan,5,no,tuesday,yes,clear,4.1,5.3,54.0,17.0,0,3,3
2011-01-10,springer,2011,Jan,6,no,tuesday,yes,clear,4.92,6.06,50.0,19.0,0,31,31
2011-01-10,springer,2011,Jan,7,no,tuesday,yes,clear,4.92,6.06,50.0,15.0,2,75,77
2011-01-10,springer,2011,Jan,8,no,tuesday,yes,mist,4.92,6.06,50.0,19.0,4,184,188
2011-01-10,springer,2011,Jan,9,no,tuesday,yes,mist,5.74,6.06,50.0,17.0,2,92,94
2011-01-10,springer,2011,Jan,10,no,tuesday,yes,mist,5.74,6.06,50.0,20.0,0,31,31
2011-01-10,springer,2011,Jan,11,no,tuesday,yes,mist,6.56,6.82,47.0,19.0,2,28,30
2011-01-10,springer,2011,Jan,12,no,tuesday,yes,mist,8.2,9.09,40.0,19.0,5,47,52
2011-01-10,springer,2011,Jan,13,no,tuesday,yes,mist,8.2,9.09,40.0,19.0,4,50,54
2011-01-10,springer,2011,Jan,14,no,tuesday,yes,mist,8.2,9.85,40.0,15.0,0,47,47
2011-01-10,springer,2011,Jan,15,no,tuesday,yes,mist,8.2,9.85,40.0,15.0,2,43,45
2011-01-10,springer,2011,Jan,16,no,tuesday,yes,clear,8.2,10.6,40.0,9.0,4,70,74
2011-01-10,springer,2011,Jan,17,no,tuesday,yes,clear,8.2,11.36,40.0,7.0,4,174,178
2011-01-10,springer,2011,Jan,18,no,tuesday,yes,clear,8.2,9.85,40.0,15.0,1,154,155
2011-01-10,springer,2011,Jan,19,no,tuesday,yes,clear,6.56,8.33,47.0,11.0,3,92,95
2011-01-10,springer,2011,Jan,20,no,tuesday,yes,clear,6.56,8.33,50.0,11.0,1,73,74
2011-01-10,springer,2011,Jan,21,no,tuesday,yes,clear,5.74,6.82,59.0,13.0,1,37,38
2011-01-10,springer,2011,Jan,22,no,tuesday,yes,clear,5.74,7.58,59.0,11.0,2,22,24
2011-01-10,springer,2011,Jan,23,no,tuesday,yes,clear,5.74,7.58,59.0,11.0,0,18,18
2011-01-11,springer,2011,Jan,0,no,wednesday,yes,clear,5.74,8.33,59.0,7.0,2,10,12
2011-01-11,springer,2011,Jan,1,no,wednesday,yes,clear,5.74,7.58,59.0,11.0,0,3,3
2011-01-11,springer,2011,Jan,2,no,wednesday,yes,mist,6.56,7.58,55.0,13.0,0,3,3
2011-01-11,springer,2011,Jan,5,no,wednesday,yes,mist,6.56,9.09,55.0,9.0,0,6,6
2011-01-11,springer,2011,Jan,6,no,wednesday,yes,mist,6.56,9.09,55.0,9.0,0,27,27
2011-01-11,springer,2011,Jan,7,no,wednesday,yes,mist,6.56,11.36,55.0,12.73,2,97,99
2011-01-11,springer,2011,Jan,8,no,wednesday,yes,mist,7.38,10.6,51.0,6.0,3,214,217
2011-01-11,springer,2011,Jan,9,no,wednesday,yes,mist,7.38,9.85,51.0,11.0,3,127,130
2011-01-11,springer,2011,Jan,10,no,wednesday,yes,mist,8.2,10.6,51.0,11.0,3,51,54
2011-01-11,springer,2011,Jan,11,no,wednesday,yes,mist,8.2,10.6,47.0,9.0,4,31,35
2011-01-11,springer,2011,Jan,12,no,wednesday,yes,mist,8.2,11.36,51.0,7.0,2,55,57
2011-01-11,springer,2011,Jan,13,no,wednesday,yes,mist,8.2,11.36,59.0,6.0,6,46,52
2011-01-11,springer,2011,Jan,14,no,wednesday,yes,mist,8.2,11.36,59.0,6.0,3,60,63
2011-01-11,springer,2011,Jan,15,no,wednesday,yes,mist,6.56,9.85,80.0,6.0,2,45,47
2011-01-11,springer,2011,Jan,16,no,wednesday,yes,mist,6.56,7.58,86.0,15.0,4,72,76
2011-01-11,springer,2011,Jan,17,no,wednesday,yes,mist,6.56,7.58,86.0,15.0,6,130,136
2011-01-11,springer,2011,Jan,18,no,wednesday,yes,light rain,6.56,9.09,93.0,7.0,1,94,95
2011-01-11,springer,2011,Jan,19,no,wednesday,yes,light rain,6.56,11.36,93.0,12.73,0,51,51
2011-01-11,springer,2011,Jan,20,no,wednesday,yes,light rain,6.56,7.58,93.0,13.0,0,32,32
2011-01-11,springer,2011,Jan,21,no,wednesday,yes,light rain,6.56,9.85,86.0,6.0,0,20,20
2011-01-11,springer,2011,Jan,22,no,wednesday,yes,light rain,6.56,9.09,93.0,7.0,1,28,29
2011-01-11,springer,2011,Jan,23,no,wednesday,yes,light rain,6.56,9.85,93.0,6.0,1,18,19
2011-01-12,springer,2011,Jan,0,no,thursday ,yes,mist,6.56,9.85,86.0,6.0,0,7,7
2011-01-12,springer,2011,Jan,1,no,thursday ,yes,mist,6.56,9.09,86.0,7.0,0,6,6
2011-01-12,springer,2011,Jan,2,no,thursday ,yes,clear,5.74,7.58,86.0,9.0,0,1,1
2011-01-12,springer,2011,Jan,5,no,thursday ,yes,clear,5.74,7.58,86.0,11.0,0,5,5
2011-01-12,springer,2011,Jan,6,no,thursday ,yes,clear,4.92,7.58,93.0,9.0,0,16,16
2011-01-12,springer,2011,Jan,7,no,thursday ,yes,clear,5.74,7.58,69.0,9.0,0,54,54
2011-01-12,springer,2011,Jan,8,no,thursday ,yes,clear,6.56,8.33,59.0,11.0,3,125,128
